tile_name,split
dop20rgbi_32_340_5552_2_rp_2023_016_008,train
dop20rgbi_32_340_5552_2_rp_2023_016_009,train
dop20rgbi_32_340_5552_2_rp_2023_016_010,train
dop20rgbi_32_340_5552_2_rp_2023_017_005,train
dop20rgbi_32_340_5552_2_rp_2023_017_006,train
dop20rgbi_32_340_5552_2_rp_2023_017_007,train
dop20rgbi_32_340_5552_2_rp_2023_017_008,train
dop20rgbi_32_340_5552_2_rp_2023_017_012,train
dop20rgbi_32_340_5552_2_rp_2023_017_014,train
dop20rgbi_32_340_5552_2_rp_2023_018_014,train
dop20rgbi_32_342_5530_2_rp_2023_011_015,train
dop20rgbi_32_342_5530_2_rp_2023_020_014,train
dop20rgbi_32_342_5532_2_rp_2023_016_001,train
dop20rgbi_32_342_5532_2_rp_2023_016_002,train
dop20rgbi_32_342_5552_2_rp_2023_015_001,train
dop20rgbi_32_342_5552_2_rp_2023_015_002,train
dop20rgbi_32_342_5552_2_rp_2023_016_001,train
dop20rgbi_32_342_5552_2_rp_2023_019_020,train
dop20rgbi_32_344_5548_2_rp_2023_012_018,train
dop20rgbi_32_344_5548_2_rp_2023_013_015,train
dop20rgbi_32_344_5548_2_rp_2023_013_017,train
dop20rgbi_32_344_5548_2_rp_2023_013_018,train
dop20rgbi_32_344_5548_2_rp_2023_014_015,train
dop20rgbi_32_344_5548_2_rp_2023_014_017,train
dop20rgbi_32_344_5548_2_rp_2023_015_001,train
dop20rgbi_32_344_5548_2_rp_2023_016_011,train
dop20rgbi_32_344_5548_2_rp_2023_017_011,train
dop20rgbi_32_344_5548_2_rp_2023_017_012,train
dop20rgbi_32_344_5548_2_rp_2023_018_006,train
dop20rgbi_32_344_5548_2_rp_2023_018_007,train
dop20rgbi_32_344_5548_2_rp_2023_018_012,train
dop20rgbi_32_344_5548_2_rp_2023_019_007,train
dop20rgbi_32_344_5548_2_rp_2023_020_005,train
dop20rgbi_32_344_5550_2_rp_2023_007_014,train
dop20rgbi_32_344_5550_2_rp_2023_018_020,train
dop20rgbi_32_344_5552_2_rp_2023_015_003,train
dop20rgbi_32_344_5552_2_rp_2023_015_004,train
dop20rgbi_32_346_5548_2_rp_2023_013_002,train
dop20rgbi_32_346_5548_2_rp_2023_014_002,train
dop20rgbi_32_346_5550_2_rp_2023_005_015,train
dop20rgbi_32_346_5550_2_rp_2023_006_013,train
dop20rgbi_32_346_5550_2_rp_2023_006_014,train
dop20rgbi_32_346_5550_2_rp_2023_006_015,train
dop20rgbi_32_346_5550_2_rp_2023_006_016,train
dop20rgbi_32_346_5550_2_rp_2023_016_009,train
dop20rgbi_32_346_5550_2_rp_2023_017_002,train
dop20rgbi_32_348_5534_2_rp_2023_005_005,train
dop20rgbi_32_348_5534_2_rp_2023_005_006,train
dop20rgbi_32_348_5542_2_rp_2023_007_006,train
dop20rgbi_32_348_5542_2_rp_2023_008_006,train
dop20rgbi_32_348_5542_2_rp_2023_008_007,train
dop20rgbi_32_348_5542_2_rp_2023_008_008,train
dop20rgbi_32_348_5550_2_rp_2023_017_019,train
dop20rgbi_32_348_5550_2_rp_2023_017_020,train
dop20rgbi_32_348_5550_2_rp_2023_018_019,train
dop20rgbi_32_350_5532_2_rp_2023_004_003,train
dop20rgbi_32_350_5532_2_rp_2023_005_006,train
dop20rgbi_32_352_5540_2_rp_2023_003_007,train
dop20rgbi_32_352_5540_2_rp_2023_003_008,train
dop20rgbi_32_354_5540_2_rp_2023_011_010,train
dop20rgbi_32_340_5540_2_rp_2023_001_017,train
dop20rgbi_32_340_5540_2_rp_2023_002_017,train
dop20rgbi_32_340_5552_2_rp_2023_018_013,train
dop20rgbi_32_344_5548_2_rp_2023_018_005,train
dop20rgbi_32_340_5540_2_rp_2023_001_016,train
dop20rgbi_32_340_5546_2_rp_2023_001_015,train
dop20rgbi_32_340_5546_2_rp_2023_001_016,train
dop20rgbi_32_340_5550_2_rp_2023_003_004,train
dop20rgbi_32_340_5552_2_rp_2023_015_007,train
dop20rgbi_32_340_5552_2_rp_2023_016_007,train
dop20rgbi_32_342_5530_2_rp_2023_019_014,train
dop20rgbi_32_344_5548_2_rp_2023_020_006,train
dop20rgbi_32_344_5550_2_rp_2023_007_007,train
dop20rgbi_32_346_5550_2_rp_2023_005_014,train
dop20rgbi_32_340_5552_2_rp_2023_017_013,train
dop20rgbi_32_344_5548_2_rp_2023_016_012,train
dop20rgbi_32_344_5548_2_rp_2023_020_008,train
dop20rgbi_32_348_5542_2_rp_2023_007_007,train
dop20rgbi_32_350_5532_2_rp_2023_004_007,train
dop20rgbi_32_418_5616_2_rp_2023_007_009,train
dop20rgbi_32_418_5616_2_rp_2023_008_010,train
dop20rgbi_32_418_5616_2_rp_2023_008_011,train
dop20rgbi_32_418_5616_2_rp_2023_009_011,train
dop20rgbi_32_418_5616_2_rp_2023_009_012,train
dop20rgbi_32_418_5616_2_rp_2023_010_011,train
dop20rgbi_32_418_5616_2_rp_2023_010_012,train
dop20rgbi_32_418_5616_2_rp_2023_011_011,train
dop20rgbi_32_418_5616_2_rp_2023_012_011,train
dop20rgbi_32_418_5616_2_rp_2023_012_012,train
dop20rgbi_32_418_5616_2_rp_2023_012_014,train
dop20rgbi_32_418_5616_2_rp_2023_013_008,train
dop20rgbi_32_418_5616_2_rp_2023_013_009,train
dop20rgbi_32_418_5616_2_rp_2023_013_010,train
dop20rgbi_32_418_5616_2_rp_2023_013_011,train
dop20rgbi_32_418_5616_2_rp_2023_013_014,train
dop20rgbi_32_418_5616_2_rp_2023_014_010,train
dop20rgbi_32_418_5616_2_rp_2023_014_011,train
dop20rgbi_32_418_5616_2_rp_2023_014_014,train
dop20rgbi_32_404_5558_2_rp_2023_001_016,train
dop20rgbi_32_404_5558_2_rp_2023_001_017,train
dop20rgbi_32_404_5558_2_rp_2023_002_017,train
dop20rgbi_32_404_5560_2_rp_2023_017_014,train
dop20rgbi_32_404_5560_2_rp_2023_018_014,train
dop20rgbi_32_404_5560_2_rp_2023_019_014,train
dop20rgbi_32_404_5560_2_rp_2023_020_016,train
dop20rgbi_32_406_5558_2_rp_2023_004_020,train
dop20rgbi_32_406_5558_2_rp_2023_005_019,train
dop20rgbi_32_406_5558_2_rp_2023_005_020,train
dop20rgbi_32_406_5562_2_rp_2023_017_018,train
dop20rgbi_32_408_5562_2_rp_2023_003_006,train
dop20rgbi_32_408_5562_2_rp_2023_004_005,train
dop20rgbi_32_408_5562_2_rp_2023_005_005,train
dop20rgbi_32_408_5562_2_rp_2023_005_006,train
dop20rgbi_32_408_5562_2_rp_2023_010_018,train
dop20rgbi_32_408_5562_2_rp_2023_010_019,train
dop20rgbi_32_408_5562_2_rp_2023_011_017,train
dop20rgbi_32_408_5562_2_rp_2023_011_018,train
dop20rgbi_32_408_5562_2_rp_2023_011_019,train
dop20rgbi_32_408_5564_2_rp_2023_011_017,train
dop20rgbi_32_408_5564_2_rp_2023_012_017,train
dop20rgbi_32_408_5564_2_rp_2023_013_013,train
dop20rgbi_32_408_5564_2_rp_2023_013_014,train
dop20rgbi_32_408_5564_2_rp_2023_014_013,train
dop20rgbi_32_408_5564_2_rp_2023_014_014,train
dop20rgbi_32_408_5564_2_rp_2023_014_015,train
dop20rgbi_32_408_5564_2_rp_2023_015_014,train
dop20rgbi_32_408_5564_2_rp_2023_015_015,train
dop20rgbi_32_408_5564_2_rp_2023_015_016,train
dop20rgbi_32_408_5564_2_rp_2023_015_017,train
dop20rgbi_32_408_5564_2_rp_2023_015_018,train
dop20rgbi_32_408_5564_2_rp_2023_016_014,train
dop20rgbi_32_408_5564_2_rp_2023_016_015,train
dop20rgbi_32_408_5564_2_rp_2023_016_016,train
dop20rgbi_32_408_5564_2_rp_2023_016_017,train
dop20rgbi_32_408_5564_2_rp_2023_016_018,train
dop20rgbi_32_410_5560_2_rp_2023_001_004,train
dop20rgbi_32_410_5560_2_rp_2023_002_003,train
dop20rgbi_32_410_5560_2_rp_2023_002_004,train
dop20rgbi_32_410_5560_2_rp_2023_008_009,train
dop20rgbi_32_410_5560_2_rp_2023_008_010,train
dop20rgbi_32_410_5560_2_rp_2023_011_008,train
dop20rgbi_32_410_5560_2_rp_2023_012_007,train
dop20rgbi_32_410_5560_2_rp_2023_012_008,train
dop20rgbi_32_410_5560_2_rp_2023_013_009,train
dop20rgbi_32_410_5560_2_rp_2023_014_009,train
dop20rgbi_32_410_5560_2_rp_2023_014_010,train
dop20rgbi_32_410_5560_2_rp_2023_017_001,train
dop20rgbi_32_410_5560_2_rp_2023_017_002,train
dop20rgbi_32_410_5562_2_rp_2023_004_003,train
dop20rgbi_32_410_5562_2_rp_2023_004_004,train
dop20rgbi_32_410_5562_2_rp_2023_009_010,train
dop20rgbi_32_410_5562_2_rp_2023_009_011,train
dop20rgbi_32_410_5562_2_rp_2023_010_010,train
dop20rgbi_32_410_5562_2_rp_2023_010_011,train
dop20rgbi_32_412_5554_2_rp_2023_016_019,train
dop20rgbi_32_412_5554_2_rp_2023_016_020,train
dop20rgbi_32_412_5556_2_rp_2023_018_005,train
dop20rgbi_32_412_5560_2_rp_2023_015_005,train
dop20rgbi_32_412_5560_2_rp_2023_015_006,train
dop20rgbi_32_412_5560_2_rp_2023_015_007,train
dop20rgbi_32_412_5560_2_rp_2023_015_008,train
dop20rgbi_32_412_5560_2_rp_2023_016_007,train
dop20rgbi_32_412_5560_2_rp_2023_016_008,train
dop20rgbi_32_414_5554_2_rp_2023_001_017,train
dop20rgbi_32_414_5554_2_rp_2023_001_018,train
dop20rgbi_32_414_5554_2_rp_2023_002_013,train
dop20rgbi_32_414_5554_2_rp_2023_002_014,train
dop20rgbi_32_414_5554_2_rp_2023_002_017,train
dop20rgbi_32_414_5554_2_rp_2023_003_013,train
dop20rgbi_32_414_5554_2_rp_2023_003_014,train
dop20rgbi_32_414_5554_2_rp_2023_003_015,train
dop20rgbi_32_414_5554_2_rp_2023_007_011,train
dop20rgbi_32_414_5554_2_rp_2023_007_012,train
dop20rgbi_32_414_5554_2_rp_2023_007_016,train
dop20rgbi_32_414_5554_2_rp_2023_008_011,train
dop20rgbi_32_414_5554_2_rp_2023_008_012,train
dop20rgbi_32_414_5554_2_rp_2023_008_018,train
dop20rgbi_32_414_5554_2_rp_2023_009_018,train
dop20rgbi_32_414_5556_2_rp_2023_019_015,train
dop20rgbi_32_414_5556_2_rp_2023_019_016,train
dop20rgbi_32_414_5556_2_rp_2023_019_017,train
dop20rgbi_32_414_5556_2_rp_2023_020_013,train
dop20rgbi_32_414_5556_2_rp_2023_020_014,train
dop20rgbi_32_414_5556_2_rp_2023_020_015,train
dop20rgbi_32_414_5556_2_rp_2023_020_016,train
dop20rgbi_32_414_5556_2_rp_2023_020_017,train
dop20rgbi_32_414_5556_2_rp_2023_020_018,train
dop20rgbi_32_414_5562_2_rp_2023_003_006,train
dop20rgbi_32_414_5562_2_rp_2023_004_005,train
dop20rgbi_32_414_5562_2_rp_2023_004_006,train
dop20rgbi_32_414_5562_2_rp_2023_005_005,train
dop20rgbi_32_414_5562_2_rp_2023_005_006,train
dop20rgbi_32_414_5562_2_rp_2023_006_005,train
dop20rgbi_32_414_5562_2_rp_2023_009_002,train
dop20rgbi_32_414_5562_2_rp_2023_010_001,train
dop20rgbi_32_414_5562_2_rp_2023_010_002,train
dop20rgbi_32_414_5566_2_rp_2023_003_010,train
dop20rgbi_32_414_5566_2_rp_2023_010_011,train
dop20rgbi_32_414_5566_2_rp_2023_010_012,train
dop20rgbi_32_414_5566_2_rp_2023_010_013,train
dop20rgbi_32_414_5566_2_rp_2023_010_014,train
dop20rgbi_32_414_5566_2_rp_2023_011_011,train
dop20rgbi_32_414_5566_2_rp_2023_011_012,train
dop20rgbi_32_414_5566_2_rp_2023_011_013,train
dop20rgbi_32_414_5566_2_rp_2023_011_014,train
dop20rgbi_32_414_5566_2_rp_2023_011_015,train
dop20rgbi_32_414_5566_2_rp_2023_012_013,train
dop20rgbi_32_414_5568_2_rp_2023_016_012,train
dop20rgbi_32_414_5568_2_rp_2023_017_012,train
dop20rgbi_32_416_5554_2_rp_2023_001_015,train
dop20rgbi_32_416_5554_2_rp_2023_001_016,train
dop20rgbi_32_416_5554_2_rp_2023_002_015,train
dop20rgbi_32_416_5554_2_rp_2023_002_016,train
dop20rgbi_32_416_5554_2_rp_2023_003_013,train
dop20rgbi_32_416_5554_2_rp_2023_003_014,train
dop20rgbi_32_416_5554_2_rp_2023_003_015,train
dop20rgbi_32_416_5554_2_rp_2023_004_013,train
dop20rgbi_32_416_5554_2_rp_2023_004_014,train
dop20rgbi_32_416_5554_2_rp_2023_011_019,train
dop20rgbi_32_416_5554_2_rp_2023_012_019,train
dop20rgbi_32_416_5556_2_rp_2023_013_007,train
dop20rgbi_32_416_5556_2_rp_2023_015_015,train
dop20rgbi_32_416_5556_2_rp_2023_015_016,train
dop20rgbi_32_416_5558_2_rp_2023_012_002,train
dop20rgbi_32_416_5558_2_rp_2023_012_013,train
dop20rgbi_32_416_5558_2_rp_2023_012_014,train
dop20rgbi_32_416_5558_2_rp_2023_013_015,train
dop20rgbi_32_416_5558_2_rp_2023_013_016,train
dop20rgbi_32_416_5558_2_rp_2023_014_015,train
dop20rgbi_32_416_5558_2_rp_2023_014_016,train
dop20rgbi_32_416_5560_2_rp_2023_019_018,train
dop20rgbi_32_416_5560_2_rp_2023_020_018,train
dop20rgbi_32_418_5554_2_rp_2023_001_005,train
dop20rgbi_32_418_5554_2_rp_2023_001_006,train
dop20rgbi_32_418_5554_2_rp_2023_001_007,train
dop20rgbi_32_418_5554_2_rp_2023_002_005,train
dop20rgbi_32_418_5554_2_rp_2023_002_006,train
dop20rgbi_32_418_5554_2_rp_2023_002_007,train
dop20rgbi_32_418_5554_2_rp_2023_003_005,train
dop20rgbi_32_418_5554_2_rp_2023_003_006,train
dop20rgbi_32_418_5554_2_rp_2023_004_005,train
dop20rgbi_32_418_5554_2_rp_2023_004_006,train
dop20rgbi_32_418_5556_2_rp_2023_004_007,train
dop20rgbi_32_418_5556_2_rp_2023_004_008,train
dop20rgbi_32_418_5556_2_rp_2023_005_005,train
dop20rgbi_32_418_5556_2_rp_2023_005_006,train
dop20rgbi_32_418_5556_2_rp_2023_005_007,train
dop20rgbi_32_418_5556_2_rp_2023_005_008,train
dop20rgbi_32_418_5556_2_rp_2023_006_006,train
dop20rgbi_32_418_5556_2_rp_2023_006_007,train
dop20rgbi_32_418_5556_2_rp_2023_006_008,train
dop20rgbi_32_418_5556_2_rp_2023_007_007,train
dop20rgbi_32_418_5556_2_rp_2023_007_008,train
dop20rgbi_32_418_5556_2_rp_2023_007_009,train
dop20rgbi_32_418_5556_2_rp_2023_008_007,train
dop20rgbi_32_418_5556_2_rp_2023_008_008,train
dop20rgbi_32_418_5556_2_rp_2023_008_009,train
dop20rgbi_32_418_5556_2_rp_2023_009_003,train
dop20rgbi_32_418_5556_2_rp_2023_009_004,train
dop20rgbi_32_418_5556_2_rp_2023_009_005,train
dop20rgbi_32_418_5556_2_rp_2023_009_006,train
dop20rgbi_32_418_5556_2_rp_2023_009_007,train
dop20rgbi_32_418_5556_2_rp_2023_009_008,train
dop20rgbi_32_418_5556_2_rp_2023_010_004,train
dop20rgbi_32_418_5556_2_rp_2023_010_005,train
dop20rgbi_32_418_5556_2_rp_2023_010_006,train
dop20rgbi_32_418_5556_2_rp_2023_010_007,train
dop20rgbi_32_418_5556_2_rp_2023_010_008,train
dop20rgbi_32_418_5556_2_rp_2023_011_007,train
dop20rgbi_32_418_5556_2_rp_2023_011_008,train
dop20rgbi_32_418_5556_2_rp_2023_013_005,train
dop20rgbi_32_418_5556_2_rp_2023_013_006,train
dop20rgbi_32_418_5556_2_rp_2023_013_007,train
dop20rgbi_32_418_5556_2_rp_2023_014_005,train
dop20rgbi_32_418_5556_2_rp_2023_014_006,train
dop20rgbi_32_418_5556_2_rp_2023_014_007,train
dop20rgbi_32_418_5556_2_rp_2023_014_008,train
dop20rgbi_32_418_5556_2_rp_2023_015_005,train
dop20rgbi_32_418_5556_2_rp_2023_015_006,train
dop20rgbi_32_418_5556_2_rp_2023_015_007,train
dop20rgbi_32_418_5556_2_rp_2023_015_008,train
dop20rgbi_32_418_5556_2_rp_2023_015_009,train
dop20rgbi_32_418_5556_2_rp_2023_016_005,train
dop20rgbi_32_418_5556_2_rp_2023_016_006,train
dop20rgbi_32_418_5556_2_rp_2023_016_007,train
dop20rgbi_32_418_5556_2_rp_2023_016_008,train
dop20rgbi_32_418_5556_2_rp_2023_016_009,train
dop20rgbi_32_418_5556_2_rp_2023_017_005,train
dop20rgbi_32_418_5556_2_rp_2023_017_007,train
dop20rgbi_32_418_5556_2_rp_2023_017_010,train
dop20rgbi_32_418_5556_2_rp_2023_017_011,train
dop20rgbi_32_418_5556_2_rp_2023_018_005,train
dop20rgbi_32_418_5556_2_rp_2023_018_006,train
dop20rgbi_32_418_5556_2_rp_2023_018_007,train
dop20rgbi_32_418_5556_2_rp_2023_018_008,train
dop20rgbi_32_418_5556_2_rp_2023_018_010,train
dop20rgbi_32_418_5556_2_rp_2023_018_011,train
dop20rgbi_32_418_5556_2_rp_2023_019_005,train
dop20rgbi_32_418_5556_2_rp_2023_019_006,train
dop20rgbi_32_418_5556_2_rp_2023_019_007,train
dop20rgbi_32_418_5556_2_rp_2023_019_008,train
dop20rgbi_32_418_5556_2_rp_2023_019_010,train
dop20rgbi_32_418_5556_2_rp_2023_019_011,train
dop20rgbi_32_418_5556_2_rp_2023_020_005,train
dop20rgbi_32_418_5556_2_rp_2023_020_006,train
dop20rgbi_32_418_5556_2_rp_2023_020_007,train
dop20rgbi_32_418_5556_2_rp_2023_020_008,train
dop20rgbi_32_418_5558_2_rp_2023_004_003,train
dop20rgbi_32_418_5558_2_rp_2023_005_003,train
dop20rgbi_32_418_5558_2_rp_2023_006_003,train
dop20rgbi_32_418_5558_2_rp_2023_012_015,train
dop20rgbi_32_418_5558_2_rp_2023_012_016,train
dop20rgbi_32_418_5558_2_rp_2023_017_015,train
dop20rgbi_32_418_5558_2_rp_2023_017_016,train
dop20rgbi_32_418_5558_2_rp_2023_017_017,train
dop20rgbi_32_418_5558_2_rp_2023_017_018,train
dop20rgbi_32_418_5558_2_rp_2023_018_015,train
dop20rgbi_32_418_5562_2_rp_2023_002_005,train
dop20rgbi_32_418_5562_2_rp_2023_002_006,train
dop20rgbi_32_418_5564_2_rp_2023_002_007,train
dop20rgbi_32_418_5566_2_rp_2023_018_002,train
dop20rgbi_32_418_5566_2_rp_2023_019_015,train
dop20rgbi_32_418_5566_2_rp_2023_020_015,train
dop20rgbi_32_418_5568_2_rp_2023_006_020,train
dop20rgbi_32_418_5568_2_rp_2023_007_020,train
dop20rgbi_32_420_5554_2_rp_2023_004_014,train
dop20rgbi_32_420_5554_2_rp_2023_005_014,train
dop20rgbi_32_420_5554_2_rp_2023_005_015,train
dop20rgbi_32_420_5554_2_rp_2023_006_014,train
dop20rgbi_32_420_5554_2_rp_2023_008_019,train
dop20rgbi_32_420_5554_2_rp_2023_008_020,train
dop20rgbi_32_420_5554_2_rp_2023_009_019,train
dop20rgbi_32_420_5554_2_rp_2023_009_020,train
dop20rgbi_32_420_5554_2_rp_2023_010_020,train
dop20rgbi_32_420_5556_2_rp_2023_005_005,train
dop20rgbi_32_420_5556_2_rp_2023_005_006,train
dop20rgbi_32_420_5556_2_rp_2023_005_007,train
dop20rgbi_32_420_5556_2_rp_2023_006_002,train
dop20rgbi_32_420_5556_2_rp_2023_006_004,train
dop20rgbi_32_420_5556_2_rp_2023_006_005,train
dop20rgbi_32_420_5556_2_rp_2023_006_006,train
dop20rgbi_32_420_5556_2_rp_2023_006_007,train
dop20rgbi_32_420_5556_2_rp_2023_007_002,train
dop20rgbi_32_420_5556_2_rp_2023_007_003,train
dop20rgbi_32_420_5556_2_rp_2023_007_004,train
dop20rgbi_32_420_5556_2_rp_2023_008_002,train
dop20rgbi_32_420_5556_2_rp_2023_008_003,train
dop20rgbi_32_420_5556_2_rp_2023_011_009,train
dop20rgbi_32_420_5556_2_rp_2023_011_010,train
dop20rgbi_32_420_5556_2_rp_2023_012_009,train
dop20rgbi_32_420_5556_2_rp_2023_012_010,train
dop20rgbi_32_420_5560_2_rp_2023_007_019,train
dop20rgbi_32_420_5560_2_rp_2023_007_020,train
dop20rgbi_32_420_5560_2_rp_2023_008_020,train
dop20rgbi_32_420_5560_2_rp_2023_014_012,train
dop20rgbi_32_420_5560_2_rp_2023_014_013,train
dop20rgbi_32_420_5560_2_rp_2023_014_014,train
dop20rgbi_32_420_5560_2_rp_2023_015_013,train
dop20rgbi_32_420_5560_2_rp_2023_015_014,train
dop20rgbi_32_420_5560_2_rp_2023_016_013,train
dop20rgbi_32_420_5560_2_rp_2023_017_005,train
dop20rgbi_32_420_5560_2_rp_2023_017_006,train
dop20rgbi_32_420_5560_2_rp_2023_018_005,train
dop20rgbi_32_420_5560_2_rp_2023_019_002,train
dop20rgbi_32_420_5560_2_rp_2023_019_011,train
dop20rgbi_32_420_5560_2_rp_2023_019_012,train
dop20rgbi_32_420_5560_2_rp_2023_020_001,train
dop20rgbi_32_420_5560_2_rp_2023_020_002,train
dop20rgbi_32_420_5560_2_rp_2023_020_012,train
dop20rgbi_32_420_5562_2_rp_2023_014_014,train
dop20rgbi_32_420_5562_2_rp_2023_015_014,train
dop20rgbi_32_420_5568_2_rp_2023_007_001,train
dop20rgbi_32_420_5568_2_rp_2023_007_002,train
dop20rgbi_32_420_5568_2_rp_2023_008_002,train
dop20rgbi_32_420_5568_2_rp_2023_017_006,train
dop20rgbi_32_420_5568_2_rp_2023_019_007,train
dop20rgbi_32_420_5568_2_rp_2023_019_008,train
dop20rgbi_32_420_5570_2_rp_2023_010_019,train
dop20rgbi_32_420_5570_2_rp_2023_010_020,train
dop20rgbi_32_420_5570_2_rp_2023_011_018,train
dop20rgbi_32_420_5570_2_rp_2023_011_019,train
dop20rgbi_32_420_5570_2_rp_2023_012_018,train
dop20rgbi_32_420_5570_2_rp_2023_012_019,train
dop20rgbi_32_420_5570_2_rp_2023_017_017,train
dop20rgbi_32_420_5570_2_rp_2023_017_018,train
dop20rgbi_32_420_5570_2_rp_2023_018_018,train
dop20rgbi_32_420_5570_2_rp_2023_018_019,train
dop20rgbi_32_420_5570_2_rp_2023_019_019,train
dop20rgbi_32_420_5570_2_rp_2023_019_020,train
dop20rgbi_32_420_5570_2_rp_2023_020_019,train
dop20rgbi_32_420_5570_2_rp_2023_020_020,train
dop20rgbi_32_420_5572_2_rp_2023_002_012,train
dop20rgbi_32_420_5572_2_rp_2023_002_013,train
dop20rgbi_32_420_5572_2_rp_2023_002_014,train
dop20rgbi_32_420_5572_2_rp_2023_003_011,train
dop20rgbi_32_420_5572_2_rp_2023_003_012,train
dop20rgbi_32_420_5572_2_rp_2023_003_013,train
dop20rgbi_32_420_5572_2_rp_2023_004_011,train
dop20rgbi_32_420_5572_2_rp_2023_004_012,train
dop20rgbi_32_420_5572_2_rp_2023_004_013,train
dop20rgbi_32_420_5572_2_rp_2023_005_016,train
dop20rgbi_32_420_5572_2_rp_2023_005_017,train
dop20rgbi_32_420_5572_2_rp_2023_005_018,train
dop20rgbi_32_420_5572_2_rp_2023_005_019,train
dop20rgbi_32_420_5572_2_rp_2023_006_016,train
dop20rgbi_32_420_5572_2_rp_2023_006_017,train
dop20rgbi_32_420_5572_2_rp_2023_007_019,train
dop20rgbi_32_420_5572_2_rp_2023_008_020,train
dop20rgbi_32_420_5572_2_rp_2023_009_020,train
dop20rgbi_32_420_5572_2_rp_2023_010_019,train
dop20rgbi_32_420_5572_2_rp_2023_010_020,train
dop20rgbi_32_422_5560_2_rp_2023_007_001,train
dop20rgbi_32_422_5560_2_rp_2023_007_002,train
dop20rgbi_32_422_5560_2_rp_2023_008_001,train
dop20rgbi_32_422_5560_2_rp_2023_008_002,train
dop20rgbi_32_422_5562_2_rp_2023_005_011,train
dop20rgbi_32_422_5562_2_rp_2023_006_011,train
dop20rgbi_32_422_5562_2_rp_2023_009_013,train
dop20rgbi_32_422_5562_2_rp_2023_009_014,train
dop20rgbi_32_422_5562_2_rp_2023_010_014,train
dop20rgbi_32_422_5562_2_rp_2023_011_013,train
dop20rgbi_32_422_5562_2_rp_2023_012_012,train
dop20rgbi_32_422_5562_2_rp_2023_012_013,train
dop20rgbi_32_422_5564_2_rp_2023_001_005,train
dop20rgbi_32_422_5564_2_rp_2023_002_005,train
dop20rgbi_32_422_5564_2_rp_2023_002_006,train
dop20rgbi_32_422_5564_2_rp_2023_020_011,train
dop20rgbi_32_422_5564_2_rp_2023_020_012,train
dop20rgbi_32_422_5566_2_rp_2023_001_019,train
dop20rgbi_32_422_5566_2_rp_2023_001_020,train
dop20rgbi_32_422_5566_2_rp_2023_002_020,train
dop20rgbi_32_422_5568_2_rp_2023_006_015,train
dop20rgbi_32_422_5568_2_rp_2023_007_009,train
dop20rgbi_32_422_5568_2_rp_2023_007_010,train
dop20rgbi_32_422_5568_2_rp_2023_007_011,train
dop20rgbi_32_422_5568_2_rp_2023_007_013,train
dop20rgbi_32_422_5568_2_rp_2023_007_014,train
dop20rgbi_32_422_5568_2_rp_2023_008_009,train
dop20rgbi_32_422_5568_2_rp_2023_008_010,train
dop20rgbi_32_422_5568_2_rp_2023_008_011,train
dop20rgbi_32_422_5568_2_rp_2023_008_012,train
dop20rgbi_32_422_5568_2_rp_2023_008_013,train
dop20rgbi_32_422_5568_2_rp_2023_008_014,train
dop20rgbi_32_422_5568_2_rp_2023_019_008,train
dop20rgbi_32_422_5568_2_rp_2023_019_019,train
dop20rgbi_32_422_5568_2_rp_2023_020_007,train
dop20rgbi_32_422_5568_2_rp_2023_020_008,train
dop20rgbi_32_422_5568_2_rp_2023_020_019,train
dop20rgbi_32_422_5568_2_rp_2023_020_020,train
dop20rgbi_32_422_5572_2_rp_2023_009_001,train
dop20rgbi_32_422_5572_2_rp_2023_010_001,train
dop20rgbi_32_422_5572_2_rp_2023_011_001,train
dop20rgbi_32_422_5572_2_rp_2023_011_002,train
dop20rgbi_32_422_5572_2_rp_2023_012_001,train
dop20rgbi_32_422_5572_2_rp_2023_012_002,train
dop20rgbi_32_422_5574_2_rp_2023_003_005,train
dop20rgbi_32_422_5574_2_rp_2023_003_006,train
dop20rgbi_32_422_5574_2_rp_2023_003_010,train
dop20rgbi_32_422_5574_2_rp_2023_004_015,train
dop20rgbi_32_422_5574_2_rp_2023_004_016,train
dop20rgbi_32_424_5562_2_rp_2023_006_003,train
dop20rgbi_32_424_5562_2_rp_2023_007_003,train
dop20rgbi_32_424_5566_2_rp_2023_001_001,train
dop20rgbi_32_424_5566_2_rp_2023_001_004,train
dop20rgbi_32_424_5566_2_rp_2023_002_004,train
dop20rgbi_32_424_5568_2_rp_2023_011_007,train
dop20rgbi_32_424_5568_2_rp_2023_011_008,train
dop20rgbi_32_424_5568_2_rp_2023_011_009,train
dop20rgbi_32_424_5568_2_rp_2023_011_010,train
dop20rgbi_32_424_5568_2_rp_2023_012_007,train
dop20rgbi_32_424_5568_2_rp_2023_012_008,train
dop20rgbi_32_424_5568_2_rp_2023_012_009,train
dop20rgbi_32_424_5568_2_rp_2023_013_003,train
dop20rgbi_32_424_5568_2_rp_2023_013_004,train
dop20rgbi_32_424_5568_2_rp_2023_014_003,train
dop20rgbi_32_424_5568_2_rp_2023_015_003,train
dop20rgbi_32_424_5568_2_rp_2023_017_012,train
dop20rgbi_32_424_5568_2_rp_2023_017_013,train
dop20rgbi_32_424_5568_2_rp_2023_017_014,train
dop20rgbi_32_424_5568_2_rp_2023_018_012,train
dop20rgbi_32_424_5568_2_rp_2023_018_013,train
dop20rgbi_32_424_5568_2_rp_2023_018_014,train
