tile_name,split,x_center,y_center,acquisition_date
dop20rgbi_32_362_5546_2_rp_2022_011_014,train,363350,5546950,20220614
dop20rgbi_32_362_5546_2_rp_2022_011_017,train,363650,5546950,20220614
dop20rgbi_32_362_5546_2_rp_2022_011_018,train,363750,5546950,20220614
dop20rgbi_32_362_5546_2_rp_2022_011_019,train,363850,5546950,20220614
dop20rgbi_32_362_5546_2_rp_2022_012_013,train,363250,5546850,20220614
dop20rgbi_32_362_5546_2_rp_2022_012_014,train,363350,5546850,20220614
dop20rgbi_32_362_5546_2_rp_2022_015_019,train,363850,5546550,20220614
dop20rgbi_32_362_5546_2_rp_2022_015_020,train,363950,5546550,20220614
dop20rgbi_32_362_5556_2_rp_2023_009_017,validation,363650,5557150,20230527
dop20rgbi_32_362_5556_2_rp_2023_010_017,validation,363650,5557050,20230527
dop20rgbi_32_362_5562_2_rp_2023_011_006,validation,362550,5562950,20230527
dop20rgbi_32_362_5562_2_rp_2023_011_008,validation,362750,5562950,20230527
dop20rgbi_32_362_5562_2_rp_2023_012_008,validation,362750,5562850,20230527
dop20rgbi_32_362_5570_2_rp_2023_014_018,train,363750,5570650,20230527
dop20rgbi_32_362_5570_2_rp_2023_014_019,validation,363850,5570650,20230527
dop20rgbi_32_362_5570_2_rp_2023_014_020,validation,363950,5570650,20230527
dop20rgbi_32_362_5576_2_rp_2023_001_003,train,362250,5577950,20230527
dop20rgbi_32_362_5576_2_rp_2023_002_003,train,362250,5577850,20230527
dop20rgbi_32_362_5576_2_rp_2023_002_004,train,362350,5577850,20230527
dop20rgbi_32_362_5578_2_rp_2023_003_014,train,363350,5579750,20230527
dop20rgbi_32_362_5578_2_rp_2023_003_017,train,363650,5579750,20230527
dop20rgbi_32_362_5578_2_rp_2023_004_014,train,363350,5579650,20230527
dop20rgbi_32_362_5578_2_rp_2023_004_018,train,363750,5579650,20230527
dop20rgbi_32_362_5578_2_rp_2023_007_012,train,363150,5579350,20230527
dop20rgbi_32_362_5578_2_rp_2023_008_012,train,363150,5579250,20230527
dop20rgbi_32_362_5578_2_rp_2023_019_001,train,362050,5578150,20230527
dop20rgbi_32_362_5578_2_rp_2023_019_002,train,362150,5578150,20230527
dop20rgbi_32_362_5578_2_rp_2023_019_003,train,362250,5578150,20230527
dop20rgbi_32_362_5578_2_rp_2023_020_002,train,362150,5578050,20230527
dop20rgbi_32_362_5578_2_rp_2023_020_003,train,362250,5578050,20230527
dop20rgbi_32_362_5580_2_rp_2023_005_016,train,363550,5581550,20230527
dop20rgbi_32_362_5580_2_rp_2023_005_017,train,363650,5581550,20230527
dop20rgbi_32_362_5580_2_rp_2023_005_018,train,363750,5581550,20230527
dop20rgbi_32_362_5580_2_rp_2023_006_016,train,363550,5581450,20230527
dop20rgbi_32_362_5580_2_rp_2023_006_017,train,363650,5581450,20230527
dop20rgbi_32_362_5580_2_rp_2023_006_018,train,363750,5581450,20230527
dop20rgbi_32_362_5580_2_rp_2023_007_015,train,363450,5581350,20230527
dop20rgbi_32_362_5580_2_rp_2023_007_016,train,363550,5581350,20230527
dop20rgbi_32_362_5580_2_rp_2023_007_017,train,363650,5581350,20230527
dop20rgbi_32_362_5580_2_rp_2023_008_017,train,363650,5581250,20230527
dop20rgbi_32_362_5580_2_rp_2023_009_017,train,363650,5581150,20230527
dop20rgbi_32_362_5580_2_rp_2023_010_017,train,363650,5581050,20230527
dop20rgbi_32_362_5580_2_rp_2023_010_018,train,363750,5581050,20230527
dop20rgbi_32_362_5580_2_rp_2023_010_019,train,363850,5581050,20230527
dop20rgbi_32_362_5580_2_rp_2023_011_019,train,363850,5580950,20230527
dop20rgbi_32_362_5580_2_rp_2023_012_019,train,363850,5580850,20230527
dop20rgbi_32_362_5580_2_rp_2023_013_019,train,363850,5580750,20230527
dop20rgbi_32_362_5580_2_rp_2023_014_020,train,363950,5580650,20230527
dop20rgbi_32_362_5580_2_rp_2023_015_015,train,363450,5580550,20230527
dop20rgbi_32_362_5580_2_rp_2023_015_016,train,363550,5580550,20230527
dop20rgbi_32_362_5582_2_rp_2023_011_001,train,362050,5582950,20230527
dop20rgbi_32_362_5582_2_rp_2023_011_002,train,362150,5582950,20230527
dop20rgbi_32_362_5582_2_rp_2023_012_001,train,362050,5582850,20230527
dop20rgbi_32_362_5582_2_rp_2023_012_002,train,362150,5582850,20230527
dop20rgbi_32_362_5582_2_rp_2023_013_001,train,362050,5582750,20230527
dop20rgbi_32_362_5582_2_rp_2023_013_002,train,362150,5582750,20230527
dop20rgbi_32_362_5582_2_rp_2023_019_004,train,362350,5582150,20230527
dop20rgbi_32_362_5582_2_rp_2023_020_004,train,362350,5582050,20230527
dop20rgbi_32_362_5582_2_rp_2023_020_005,train,362450,5582050,20230527
dop20rgbi_32_362_5582_2_rp_2023_020_006,train,362550,5582050,20230527
dop20rgbi_32_362_5584_2_rp_2023_007_008,train,362750,5585350,20230527
dop20rgbi_32_362_5584_2_rp_2023_008_008,train,362750,5585250,20230527
dop20rgbi_32_362_5584_2_rp_2023_015_010,train,362950,5584550,20230527
dop20rgbi_32_362_5584_2_rp_2023_015_011,train,363050,5584550,20230527
dop20rgbi_32_362_5584_2_rp_2023_016_009,train,362850,5584450,20230527
dop20rgbi_32_362_5584_2_rp_2023_016_010,train,362950,5584450,20230527
dop20rgbi_32_362_5584_2_rp_2023_016_011,train,363050,5584450,20230527
dop20rgbi_32_362_5584_2_rp_2023_016_012,train,363150,5584450,20230527
dop20rgbi_32_362_5586_2_rp_2023_019_019,train,363850,5586150,20230527
dop20rgbi_32_362_5586_2_rp_2023_020_019,train,363850,5586050,20230527
dop20rgbi_32_362_5586_2_rp_2023_020_020,train,363950,5586050,20230527
dop20rgbi_32_362_5592_2_rp_2023_001_001,train,362050,5593950,20230527
dop20rgbi_32_362_5592_2_rp_2023_001_002,train,362150,5593950,20230527
dop20rgbi_32_362_5592_2_rp_2023_001_003,train,362250,5593950,20230527
dop20rgbi_32_362_5592_2_rp_2023_001_004,train,362350,5593950,20230527
dop20rgbi_32_362_5592_2_rp_2023_002_001,train,362050,5593850,20230527
dop20rgbi_32_362_5592_2_rp_2023_002_002,train,362150,5593850,20230527
dop20rgbi_32_362_5592_2_rp_2023_002_003,train,362250,5593850,20230527
dop20rgbi_32_362_5592_2_rp_2023_002_004,train,362350,5593850,20230527
dop20rgbi_32_362_5594_2_rp_2023_011_012,train,363150,5594950,20230527
dop20rgbi_32_362_5594_2_rp_2023_012_011,train,363050,5594850,20230527
dop20rgbi_32_362_5594_2_rp_2023_012_012,train,363150,5594850,20230527
dop20rgbi_32_362_5594_2_rp_2023_013_009,train,362850,5594750,20230527
dop20rgbi_32_362_5594_2_rp_2023_013_010,train,362950,5594750,20230527
dop20rgbi_32_362_5594_2_rp_2023_013_011,train,363050,5594750,20230527
dop20rgbi_32_362_5594_2_rp_2023_013_012,train,363150,5594750,20230527
dop20rgbi_32_362_5594_2_rp_2023_014_010,train,362950,5594650,20230527
dop20rgbi_32_362_5594_2_rp_2023_014_011,train,363050,5594650,20230527
dop20rgbi_32_362_5594_2_rp_2023_014_012,train,363150,5594650,20230527
dop20rgbi_32_362_5594_2_rp_2023_019_004,train,362350,5594150,20230527
dop20rgbi_32_362_5594_2_rp_2023_020_001,train,362050,5594050,20230527
dop20rgbi_32_362_5594_2_rp_2023_020_002,train,362150,5594050,20230527
dop20rgbi_32_362_5594_2_rp_2023_020_003,train,362250,5594050,20230527
dop20rgbi_32_362_5594_2_rp_2023_020_004,train,362350,5594050,20230527
dop20rgbi_32_362_5600_2_rp_2023_008_007,train,362650,5601250,20230527
dop20rgbi_32_364_5502_2_rp_2022_003_001,train,364050,5503750,20220618
dop20rgbi_32_364_5504_2_rp_2022_001_001,train,364050,5505950,20220618
dop20rgbi_32_364_5504_2_rp_2022_001_003,train,364250,5505950,20220618
dop20rgbi_32_364_5504_2_rp_2022_001_004,train,364350,5505950,20220618
dop20rgbi_32_364_5504_2_rp_2022_001_007,train,364650,5505950,20220618
dop20rgbi_32_364_5504_2_rp_2022_001_008,train,364750,5505950,20220618
dop20rgbi_32_364_5504_2_rp_2022_001_011,train,365050,5505950,20220618
dop20rgbi_32_364_5504_2_rp_2022_002_001,train,364050,5505850,20220618
dop20rgbi_32_364_5504_2_rp_2022_002_002,train,364150,5505850,20220618
dop20rgbi_32_364_5504_2_rp_2022_002_003,train,364250,5505850,20220618
dop20rgbi_32_364_5504_2_rp_2022_002_004,train,364350,5505850,20220618
dop20rgbi_32_364_5504_2_rp_2022_003_001,train,364050,5505750,20220618
dop20rgbi_32_364_5504_2_rp_2022_003_002,train,364150,5505750,20220618
dop20rgbi_32_364_5504_2_rp_2022_003_004,train,364350,5505750,20220618
dop20rgbi_32_364_5504_2_rp_2022_003_005,train,364450,5505750,20220618
dop20rgbi_32_364_5504_2_rp_2022_004_001,train,364050,5505650,20220618
dop20rgbi_32_364_5504_2_rp_2022_004_002,train,364150,5505650,20220618
dop20rgbi_32_364_5504_2_rp_2022_004_003,train,364250,5505650,20220618
dop20rgbi_32_364_5504_2_rp_2022_004_004,train,364350,5505650,20220618
dop20rgbi_32_364_5504_2_rp_2022_004_005,train,364450,5505650,20220618
dop20rgbi_32_364_5504_2_rp_2022_004_006,train,364550,5505650,20220618
dop20rgbi_32_364_5504_2_rp_2022_004_007,train,364650,5505650,20220618
dop20rgbi_32_364_5504_2_rp_2022_005_001,train,364050,5505550,20220618
dop20rgbi_32_364_5504_2_rp_2022_005_002,train,364150,5505550,20220618
dop20rgbi_32_364_5504_2_rp_2022_005_003,train,364250,5505550,20220618
dop20rgbi_32_364_5504_2_rp_2022_005_004,train,364350,5505550,20220618
dop20rgbi_32_364_5504_2_rp_2022_005_005,train,364450,5505550,20220618
dop20rgbi_32_364_5504_2_rp_2022_005_006,train,364550,5505550,20220618
dop20rgbi_32_364_5504_2_rp_2022_006_001,train,364050,5505450,20220618
dop20rgbi_32_364_5504_2_rp_2022_006_002,train,364150,5505450,20220618
dop20rgbi_32_364_5504_2_rp_2022_006_003,train,364250,5505450,20220618
dop20rgbi_32_364_5504_2_rp_2022_006_004,train,364350,5505450,20220618
dop20rgbi_32_364_5504_2_rp_2022_006_005,train,364450,5505450,20220618
dop20rgbi_32_364_5504_2_rp_2022_007_001,train,364050,5505350,20220618
dop20rgbi_32_364_5504_2_rp_2022_007_002,train,364150,5505350,20220618
dop20rgbi_32_364_5504_2_rp_2022_007_003,train,364250,5505350,20220618
dop20rgbi_32_364_5504_2_rp_2022_007_009,train,364850,5505350,20220618
dop20rgbi_32_364_5504_2_rp_2022_008_001,train,364050,5505250,20220618
dop20rgbi_32_364_5504_2_rp_2022_008_002,train,364150,5505250,20220618
dop20rgbi_32_364_5504_2_rp_2022_008_003,train,364250,5505250,20220618
dop20rgbi_32_364_5504_2_rp_2022_008_008,train,364750,5505250,20220618
dop20rgbi_32_364_5504_2_rp_2022_008_009,train,364850,5505250,20220618
dop20rgbi_32_364_5504_2_rp_2022_008_010,train,364950,5505250,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_001,train,364050,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_002,train,364150,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_003,train,364250,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_004,train,364350,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_007,train,364650,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_008,train,364750,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_009,train,364850,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_010,train,364950,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_011,train,365050,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_009_012,train,365150,5505150,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_001,train,364050,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_002,train,364150,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_003,train,364250,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_004,train,364350,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_005,train,364450,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_007,train,364650,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_008,train,364750,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_009,train,364850,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_010,train,364950,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_011,train,365050,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_010_012,train,365150,5505050,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_001,train,364050,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_002,train,364150,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_003,train,364250,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_004,train,364350,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_006,train,364550,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_007,train,364650,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_008,train,364750,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_009,train,364850,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_010,train,364950,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_011_011,train,365050,5504950,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_001,train,364050,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_002,train,364150,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_006,train,364550,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_007,train,364650,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_008,train,364750,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_009,train,364850,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_011,train,365050,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_012,train,365150,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_013,train,365250,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_012_014,train,365350,5504850,20220618
dop20rgbi_32_364_5504_2_rp_2022_013_001,train,364050,5504750,20220618
dop20rgbi_32_364_5504_2_rp_2022_013_002,train,364150,5504750,20220618
dop20rgbi_32_364_5504_2_rp_2022_013_006,train,364550,5504750,20220618
dop20rgbi_32_364_5504_2_rp_2022_013_007,train,364650,5504750,20220618
dop20rgbi_32_364_5504_2_rp_2022_014_001,train,364050,5504650,20220618
dop20rgbi_32_364_5504_2_rp_2022_014_002,train,364150,5504650,20220618
dop20rgbi_32_364_5504_2_rp_2022_014_003,train,364250,5504650,20220618
dop20rgbi_32_364_5504_2_rp_2022_014_004,train,364350,5504650,20220618
dop20rgbi_32_364_5504_2_rp_2022_014_007,train,364650,5504650,20220618
dop20rgbi_32_364_5504_2_rp_2022_015_001,train,364050,5504550,20220618
dop20rgbi_32_364_5504_2_rp_2022_015_002,train,364150,5504550,20220618
dop20rgbi_32_364_5504_2_rp_2022_015_003,train,364250,5504550,20220618
dop20rgbi_32_364_5504_2_rp_2022_015_004,train,364350,5504550,20220618
dop20rgbi_32_364_5504_2_rp_2022_015_005,train,364450,5504550,20220618
dop20rgbi_32_364_5504_2_rp_2022_016_001,train,364050,5504450,20220618
dop20rgbi_32_364_5504_2_rp_2022_016_002,train,364150,5504450,20220618
dop20rgbi_32_364_5504_2_rp_2022_016_003,train,364250,5504450,20220618
dop20rgbi_32_364_5504_2_rp_2022_016_004,train,364350,5504450,20220618
dop20rgbi_32_364_5504_2_rp_2022_016_005,train,364450,5504450,20220618
dop20rgbi_32_364_5504_2_rp_2022_016_006,train,364550,5504450,20220618
dop20rgbi_32_364_5504_2_rp_2022_016_007,train,364650,5504450,20220618
dop20rgbi_32_364_5504_2_rp_2022_017_001,train,364050,5504350,20220618
dop20rgbi_32_364_5504_2_rp_2022_017_002,train,364150,5504350,20220618
dop20rgbi_32_364_5504_2_rp_2022_017_003,train,364250,5504350,20220618
dop20rgbi_32_364_5504_2_rp_2022_017_004,train,364350,5504350,20220618
dop20rgbi_32_364_5504_2_rp_2022_017_005,train,364450,5504350,20220618
dop20rgbi_32_364_5504_2_rp_2022_017_006,train,364550,5504350,20220618
dop20rgbi_32_364_5504_2_rp_2022_018_001,train,364050,5504250,20220618
dop20rgbi_32_364_5504_2_rp_2022_018_002,train,364150,5504250,20220618
dop20rgbi_32_364_5504_2_rp_2022_018_003,train,364250,5504250,20220618
dop20rgbi_32_364_5504_2_rp_2022_018_004,train,364350,5504250,20220618
dop20rgbi_32_364_5504_2_rp_2022_018_005,train,364450,5504250,20220618
dop20rgbi_32_364_5504_2_rp_2022_018_006,train,364550,5504250,20220618
dop20rgbi_32_364_5504_2_rp_2022_019_001,train,364050,5504150,20220618
dop20rgbi_32_364_5504_2_rp_2022_019_002,train,364150,5504150,20220618
dop20rgbi_32_364_5504_2_rp_2022_019_003,train,364250,5504150,20220618
dop20rgbi_32_364_5504_2_rp_2022_019_004,train,364350,5504150,20220618
dop20rgbi_32_364_5504_2_rp_2022_019_005,train,364450,5504150,20220618
dop20rgbi_32_364_5504_2_rp_2022_020_001,train,364050,5504050,20220618
dop20rgbi_32_364_5504_2_rp_2022_020_002,train,364150,5504050,20220618
dop20rgbi_32_364_5504_2_rp_2022_020_003,train,364250,5504050,20220618
dop20rgbi_32_364_5506_2_rp_2022_001_005,train,364450,5507950,20220618
dop20rgbi_32_364_5506_2_rp_2022_001_006,train,364550,5507950,20220618
dop20rgbi_32_364_5506_2_rp_2022_001_007,train,364650,5507950,20220618
dop20rgbi_32_364_5506_2_rp_2022_002_006,train,364550,5507850,20220618
dop20rgbi_32_364_5506_2_rp_2022_002_007,train,364650,5507850,20220618
dop20rgbi_32_364_5506_2_rp_2022_003_001,train,364050,5507750,20220618
dop20rgbi_32_364_5506_2_rp_2022_003_002,train,364150,5507750,20220618
dop20rgbi_32_364_5506_2_rp_2022_003_004,train,364350,5507750,20220618
dop20rgbi_32_364_5506_2_rp_2022_003_005,train,364450,5507750,20220618
dop20rgbi_32_364_5506_2_rp_2022_003_006,train,364550,5507750,20220618
dop20rgbi_32_364_5506_2_rp_2022_003_007,train,364650,5507750,20220618
dop20rgbi_32_364_5506_2_rp_2022_003_008,train,364750,5507750,20220618
dop20rgbi_32_364_5506_2_rp_2022_004_001,train,364050,5507650,20220618
dop20rgbi_32_364_5506_2_rp_2022_004_005,train,364450,5507650,20220618
dop20rgbi_32_364_5506_2_rp_2022_004_006,train,364550,5507650,20220618
dop20rgbi_32_364_5506_2_rp_2022_004_007,train,364650,5507650,20220618
dop20rgbi_32_364_5506_2_rp_2022_004_008,train,364750,5507650,20220618
dop20rgbi_32_364_5506_2_rp_2022_005_001,train,364050,5507550,20220618
dop20rgbi_32_364_5506_2_rp_2022_005_005,train,364450,5507550,20220618
dop20rgbi_32_364_5506_2_rp_2022_005_006,train,364550,5507550,20220618
dop20rgbi_32_364_5506_2_rp_2022_005_007,train,364650,5507550,20220618
dop20rgbi_32_364_5506_2_rp_2022_006_001,train,364050,5507450,20220618
dop20rgbi_32_364_5506_2_rp_2022_006_003,train,364250,5507450,20220618
dop20rgbi_32_364_5506_2_rp_2022_006_004,train,364350,5507450,20220618
dop20rgbi_32_364_5506_2_rp_2022_006_006,train,364550,5507450,20220618
dop20rgbi_32_364_5506_2_rp_2022_006_007,train,364650,5507450,20220618
dop20rgbi_32_364_5506_2_rp_2022_006_008,train,364750,5507450,20220618
dop20rgbi_32_364_5506_2_rp_2022_007_001,train,364050,5507350,20220618
dop20rgbi_32_364_5506_2_rp_2022_007_002,train,364150,5507350,20220618
dop20rgbi_32_364_5506_2_rp_2022_007_003,train,364250,5507350,20220618
dop20rgbi_32_364_5506_2_rp_2022_007_004,train,364350,5507350,20220618
dop20rgbi_32_364_5506_2_rp_2022_007_005,train,364450,5507350,20220618
dop20rgbi_32_364_5506_2_rp_2022_007_006,train,364550,5507350,20220618
dop20rgbi_32_364_5506_2_rp_2022_007_007,train,364650,5507350,20220618
dop20rgbi_32_364_5506_2_rp_2022_008_002,train,364150,5507250,20220618
dop20rgbi_32_364_5506_2_rp_2022_008_003,train,364250,5507250,20220618
dop20rgbi_32_364_5506_2_rp_2022_008_004,train,364350,5507250,20220618
dop20rgbi_32_364_5506_2_rp_2022_008_007,train,364650,5507250,20220618
dop20rgbi_32_364_5506_2_rp_2022_008_008,train,364750,5507250,20220618
dop20rgbi_32_364_5506_2_rp_2022_008_013,train,365250,5507250,20220618
dop20rgbi_32_364_5506_2_rp_2022_008_014,train,365350,5507250,20220618
dop20rgbi_32_364_5506_2_rp_2022_009_002,train,364150,5507150,20220618
dop20rgbi_32_364_5506_2_rp_2022_009_003,train,364250,5507150,20220618
dop20rgbi_32_364_5506_2_rp_2022_009_004,train,364350,5507150,20220618
dop20rgbi_32_364_5506_2_rp_2022_009_012,train,365150,5507150,20220618
dop20rgbi_32_364_5506_2_rp_2022_009_013,train,365250,5507150,20220618
dop20rgbi_32_364_5506_2_rp_2022_009_014,train,365350,5507150,20220618
dop20rgbi_32_364_5506_2_rp_2022_010_001,train,364050,5507050,20220618
dop20rgbi_32_364_5506_2_rp_2022_010_002,train,364150,5507050,20220618
dop20rgbi_32_364_5506_2_rp_2022_010_003,train,364250,5507050,20220618
dop20rgbi_32_364_5506_2_rp_2022_010_013,train,365250,5507050,20220618
dop20rgbi_32_364_5506_2_rp_2022_010_014,train,365350,5507050,20220618
dop20rgbi_32_364_5506_2_rp_2022_011_001,train,364050,5506950,20220618
dop20rgbi_32_364_5506_2_rp_2022_011_002,train,364150,5506950,20220618
dop20rgbi_32_364_5506_2_rp_2022_011_003,train,364250,5506950,20220618
dop20rgbi_32_364_5506_2_rp_2022_011_004,train,364350,5506950,20220618
dop20rgbi_32_364_5506_2_rp_2022_012_001,train,364050,5506850,20220618
dop20rgbi_32_364_5506_2_rp_2022_012_002,train,364150,5506850,20220618
dop20rgbi_32_364_5506_2_rp_2022_012_003,train,364250,5506850,20220618
dop20rgbi_32_364_5506_2_rp_2022_013_001,train,364050,5506750,20220618
dop20rgbi_32_364_5506_2_rp_2022_013_002,train,364150,5506750,20220618
dop20rgbi_32_364_5506_2_rp_2022_013_003,train,364250,5506750,20220618
dop20rgbi_32_364_5506_2_rp_2022_013_006,train,364550,5506750,20220618
dop20rgbi_32_364_5506_2_rp_2022_013_007,train,364650,5506750,20220618
dop20rgbi_32_364_5506_2_rp_2022_014_001,train,364050,5506650,20220618
dop20rgbi_32_364_5506_2_rp_2022_014_003,train,364250,5506650,20220618
dop20rgbi_32_364_5506_2_rp_2022_014_004,train,364350,5506650,20220618
dop20rgbi_32_364_5506_2_rp_2022_014_005,train,364450,5506650,20220618
dop20rgbi_32_364_5506_2_rp_2022_014_006,train,364550,5506650,20220618
dop20rgbi_32_364_5506_2_rp_2022_014_007,train,364650,5506650,20220618
dop20rgbi_32_364_5506_2_rp_2022_014_008,train,364750,5506650,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_001,train,364050,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_002,train,364150,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_003,train,364250,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_004,train,364350,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_005,train,364450,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_006,train,364550,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_007,train,364650,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_008,train,364750,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_009,train,364850,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_010,train,364950,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_015_011,train,365050,5506550,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_001,train,364050,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_002,train,364150,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_003,train,364250,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_004,train,364350,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_005,train,364450,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_006,train,364550,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_007,train,364650,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_008,train,364750,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_009,train,364850,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_010,train,364950,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_016_011,train,365050,5506450,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_001,train,364050,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_002,train,364150,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_003,train,364250,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_005,train,364450,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_006,train,364550,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_007,train,364650,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_008,train,364750,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_009,train,364850,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_010,train,364950,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_011,train,365050,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_017_012,train,365150,5506350,20220618
dop20rgbi_32_364_5506_2_rp_2022_018_001,train,364050,5506250,20220618
dop20rgbi_32_364_5506_2_rp_2022_018_002,train,364150,5506250,20220618
dop20rgbi_32_364_5506_2_rp_2022_018_009,train,364850,5506250,20220618
dop20rgbi_32_364_5506_2_rp_2022_018_010,train,364950,5506250,20220618
dop20rgbi_32_364_5506_2_rp_2022_018_011,train,365050,5506250,20220618
dop20rgbi_32_364_5506_2_rp_2022_018_012,train,365150,5506250,20220618
dop20rgbi_32_364_5506_2_rp_2022_019_001,train,364050,5506150,20220618
dop20rgbi_32_364_5506_2_rp_2022_019_002,train,364150,5506150,20220618
dop20rgbi_32_364_5506_2_rp_2022_019_011,train,365050,5506150,20220618
dop20rgbi_32_364_5506_2_rp_2022_019_012,train,365150,5506150,20220618
dop20rgbi_32_364_5506_2_rp_2022_019_013,train,365250,5506150,20220618
dop20rgbi_32_364_5506_2_rp_2022_019_014,train,365350,5506150,20220618
dop20rgbi_32_364_5506_2_rp_2022_020_001,train,364050,5506050,20220618
dop20rgbi_32_364_5506_2_rp_2022_020_003,train,364250,5506050,20220618
dop20rgbi_32_364_5506_2_rp_2022_020_004,train,364350,5506050,20220618
dop20rgbi_32_364_5506_2_rp_2022_020_005,train,364450,5506050,20220618
dop20rgbi_32_364_5506_2_rp_2022_020_007,train,364650,5506050,20220618
dop20rgbi_32_364_5506_2_rp_2022_020_008,train,364750,5506050,20220618
dop20rgbi_32_364_5506_2_rp_2022_020_011,train,365050,5506050,20220618
dop20rgbi_32_364_5506_2_rp_2022_020_012,train,365150,5506050,20220618
dop20rgbi_32_364_5508_2_rp_2022_001_005,train,364450,5509950,20220618
dop20rgbi_32_364_5508_2_rp_2022_001_006,train,364550,5509950,20220618
dop20rgbi_32_364_5508_2_rp_2022_001_009,train,364850,5509950,20220618
dop20rgbi_32_364_5508_2_rp_2022_001_013,train,365250,5509950,20220618
dop20rgbi_32_364_5508_2_rp_2022_001_014,train,365350,5509950,20220618
